page_id,movie_title,year,genre,director,actor_count,extraction_source,error,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,actor_7,actor_8,actor_9,actor_10
568493,נישואין פיקטיביים (סרט),1988,דרמה,חיים בוזגלו,4,infobox,,שלמה בראבא,אלי יצפאן,עירית שלג,עפרה ויינגרטן,,,,,,
559086,תל אביב לוס אנג'לס,1988,דרמה,שמואל אימברמן,7,infobox+section,,דודו טופז,ז'אק כהן,אביגיל אריאלי,ברכה נאמן,אמנון מסקין,גבי שושן,אפרת לביא,,,
94596,אבא גנוב 2,1989,דרמה | קומדיה,אבי כהן,10,infobox+section,,יהודה ברקן,אלונה קמחי,יהודה בארקן,אריה אליאס,אורי שמיר,ג'יטה לוקה,יהודה אפרוני,מרים גבריאלי,אילנה ברקוביץ',יעקב כהן
1849198,אוכלים לוקשים,1989,קומדיה,בועז דוידזון | צבי שיסל,4,infobox,,פול ל. סמית',בועז דוידזון,צבי שיסל,יהודה ברקן,,,,,,
2321882,אחד באפריל (סרט),1989,קומדיה,מנחם זילברמן,10,infobox+section,,ציפי שביט,ספי ריבלין,נפתלי אלטר,דין זילברמן,שולה חן,נטשה בראונשטיין,מנחם זילברמן,יגאל שילון,רולנדה שגרן,גני תמיר
103250,אחד משלנו,1989,דרמה,אורי ברבש,10,infobox+section,,אלון אבוטבול,שרון אלכסנדר,דן תורן,דליה שימקו,עפר שיקרצי,אלון נוימן,שאול מזרחי,ארנון צדוק,רובי פורת-שובל,אלי יצפאן
1715008,אלף נשותיו של נפתלי סימן טוב,1989,אמנותי,מיכל בת-אדם,10,infobox+section,,יוסי פולק,ריטה,סלים דאו,נסים עזיקרי,יונתן צ'רצ'י,לבנה פינקלשטיין,גאולה נוני,אתי גרוטס,ברוך דוד,רבקה בכר
1669463,אש צולבת,1989,דרמה,גדעון גנני,10,infobox+section,,דן תורג'מן,שרון הכהן,מרים גבריאלי,סיני פתר,דני פרידמן,גבי שושן,אריה אליאס,צבי בומס,מכרם ח'ורי,מילאד מטר
233522,ד.צ. חוף אילת,1989,קומדיה,דובי גל,6,infobox+section,,דובי גל,אילנה שושן,נתן נתנזון,דרור טפליצקי,גיל אלון,ירון לוי סבג,,,,
1949304,האדונית והרוכל (סרט),1989,דרמה,חיים גיל,2,infobox,,לאורה ריבלין,שלמה תרשיש,,,,,,,,
2041843,המיועד (סרט),1989,,דניאל וקסמן,8,infobox+section,,שולי רנד,רונית אלקבץ,צבי שיסל,שבתאי קונורטי,ראובן דיין,יצחק נאמן,דוד דנינו,ברק הנגבי,,
1797902,"יוסל'ה, איך זה קרה?",1989,קומדיה,טל רון,10,infobox+section,,דב נבון,יהונדב פרלמן,אביגיל אריאלי,צבי קורמן,אייל נחמיאס,אסנת עופר,זוהר זמיר,משה פרסטר,עליזה אברג'יל,נוגה פז
2432964,ניפגש בספארי,1989,מתיחות,יהודה בארקן,3,infobox+section,,יהודה בארקן,פול סמית,פול ל. סמית',,,,,,,
1350164,צמות (סרט),1989,דרמה,יצחק חלוצי,8,infobox+section,,אדיב ג'השאן,יוסף שילוח,חנה אזולאי-הספרי,תחיה דנון,נטע סובול,עמוס לביא,ראובן דיין,אריה אליאס,,
2130223,רותי נעים,1989,,אמנון רובינשטיין,10,infobox+section,,גילי בן אוזיליו,מאיר בנאי,גבי שושן,יעקב כהן,שרית סרי,רוז משיחי,גד אלון,אהובה קרן,קרן ישר,מוטי שירין
2112976,רחובות האתמול (סרט),1989,,יהודה ג'אד נאמן,10,infobox+section,,פול מקגאן,אלון אבוטבול,ג'ון פינץ',גבי שושן,סוזן סילבסטר,הנס פטר האלווקס,נאדים סוואלחה,יוסי וירז'נסקי,אלונה קמחי,עזריה רפפורט
2084923,"רכבת העמק (סרט, 1989)",1989,,יונתן פז,4,infobox+section,,דן תורג'מן,נטע מורן,עמי אושפיץ,תומי יואל,,,,,,
2175064,רסיסים (סרט),1989,,יוסי זומר,10,infobox+section,,דני רוט,פולי רשף,שמואל אדלמן,אלון אולארצ'יק,אתי אנקרי,יהלי ברגמן,יוסף אל-דרור,ראובן דיין,אבי גילאור,קובי הגואל
1778011,"שדות ירוקים (סרט, 1989)",1989,דרמה,יצחק צפל ישורון,10,infobox+section,,עמית ליאור,שמואל אדלמן,שמואל שילה,ליה דוליצקיה,שרון הכהן,"רות חרל""פ",דורון צברי,דורון אברהמי,מילאד מטר,ג'וני ערביד
766267,תלווה לי את אשתך,1989,קומדיה,זאב רווח,10,infobox+section,,זאב רווח,יונה אליאן,דן תורן,אריה מוסקונה,אברהם מור,עדי לב,ז'אק כהן,ברי סימון,יענקל'ה בן-סירא,נירה רבינוביץ'
917033,אהבתה האחרונה של לורה אדלר,1990,דרמה,אברהם הפנר,8,infobox,,ריטה זוהר,מנשה ורשבסקי,שולמית אדר,אברהם מור,סאלי אן פרידלנד,רפי תבור,יעקב שפירא,אלכסנדר יהלומי,,
991983,אפטר (סרט),1990,דרמה,איתן פוקס,8,infobox+section,,גיל פרנק,חנוך רעים,צופית גרנט,בנימין יגנדורף,משה פרסטר,מוחמד חרזאללה,יובל כרמי,דנה כהן,,
1717674,דרך הנשר,1990,דרמה,אורי ברבש,7,infobox+section,,אלי דנקר,נורית גלרון,גידי גוב,ישי גולן,גדעון שמר,עירית גדרון,מירי פביאן,,,
2087145,הדרך לעין חרוד (סרט),1990,דיסטופי,דורון ערן,10,infobox+section,,טוני פק,אלסנדרה מוסוליני,ארנון צדוק,רמי דנון,שלמה תרשיש,יעקב איילי,זאב שמשוני,אברהם אסיאו,ברק הנגבי,אלקי ג'ייקובס
1700778,המחצבה,1990,דרמה,רוני ניניו,10,infobox+section,,אורי גבריאל,ששון גבאי,חנה אזולאי-הספרי,אהובה בץ,יוסי יבלונקה,אדי מוכתר,אברהם מור,סלים דאו,רבקה בכר,נורית סיבוני
60626,"נשיקה במצ""ח",1990,דרמה,שמוליק פירסטנברג,10,infobox+section,,יהודה ברקן,מיכל ינאי,אריה מוסקונה,רמי דנון,צחי נוי,משה אלבוחר,אליעזר אפלבוים,מושון אלבוחר,ענת זמיר,רוני בליץ
193276,שורו (סרט),1990,קומדיה,שבי גביזון,10,infobox+section,,משה איבגי,קרן מור,שמואל אדלמן,אהובה קרן,עזרא כפרי,נתן זהבי,אלברט אילוז,יגאל עדיקא,סיני פתר,שרון הכהן-בר
2168253,שירים קטנים (1990),1990,קלטת וידאו ביתית | שירי ילדים,חנן קמינסקי,1,infobox,,עוזי חיטמן,,,,,,,,,
995106,שמשה קדמית (סרט),1990,,ענר פרמינגר,3,infobox,,אבי אבוטבול קידר,שוש מרציאנו,ישראל גוריון,,,,,,,
94599,אבא גנוב 3,1991,,איילת מנחמי,10,infobox+section,,יהודה ברקן,עירית שלג,חלי גולדנברג,אורי שמיר,לני רביץ,אילנה ברקוביץ',יגאל עדיקא,גאולה נוני,גבי עמרני,זארה ורתניאן
1924377,אישה זרה,1991,עצמאי | דרמה,מיכל בת-אדם,10,infobox+section,,פאני ארדן,רות גלר,גידי גוב,שמואל וילוז'ני,שרון אלכסנדר,אביבה גר,דניאל נפוליטאנו,שפרירה זכאי,הלל נאמן,משה מזרחי
187291,גמר גביע,1991,דרמה,ערן ריקליס,10,infobox+section,,משה איבגי,מוחמד בכרי,סלים דאו,בסאם זועמוט,יוסוף אבו וורדה,סוהיל חדאד,גסאן עבאס,שרון אלכסנדר,ג'וני ערביד,סמי סמיר
2059684,זמן אמת (1991),1991,,אורי ברבש,10,infobox+section,,אסי דיין,רבקה נוימן,נטע מורן,שלמה תרשיש,חנה מרון,שמיל בן ארי,דורון ליניק,רות גלר,סיני פתר,יוסף כרמון
490844,כמו גדולים,1991,קומדיה | שירי ילדים,צבי שיסל,6,infobox+section,,אריק איינשטיין,צבי שיסל,מוני מושונוב,יוסף המספר,ירוסלב יעקובוביץ',יוני רכטר,,,,
636813,להיות קצין,1991,תיעודי,איתן אורן,0,not_found,,,,,,,,,,,
187604,מעבר לים,1991,דרמה,יעקב גולדווסר,8,infobox+section,,אריה מוסקונה,דפנה רכטר,מוטי גלעדי,אורי אלטר,מילי אביטל,יאיר לפיד,שי אידלסון,אושיק לוי,,
1084022,נפרדנו כך (סרט),1991,דרמה,חורחה גורביץ',2,infobox,,לאורה ריבלין,יוסף כרמון,,,,,,,,
185153,עונת הדובדבנים,1991,דרמה,חיים בוזגלו,6,infobox,,גיל פרנק,עידית טפרסון,אלי יצפאן,ששון גבאי,לבנה פינקלשטיין,אבי גילאור,,,,
651472,שאנן שיא,1991,תיעודי | סטודנטים,ארי פולמן | אורי סיון,0,not_found,,,,,,,,,,,
1071366,אדי קינג,1992,,גידי דר,9,infobox+section,,איתן בלום,רונית אלקבץ,שולי רנד,שלמה בסן,גבי שושן,אלברט אילוז,יצחק (פיצ'ו) בן צור,רפי בוקאי,יוסף אל-דרור,
928620,אזרח אמריקאי,1992,דרמה,איתן גרין,10,infobox+section,,גיא גארנר,איצ'ו אביטל,אווה חדד,חיים בנאי,דוד ברוך,רפי אדיר,דני רוט,אייל שיראי,מנשה ורשבסקי,מיכל זוארץ
2431255,גברת תפתחי זה אני,1992,מתיחות,יהודה בארקן,7,infobox+section,,יהודה בארקן,איגור בוריסוב,מושון אלבוחר,משה טימור,בבר יוקו,יגאל עדיקא,פיני קידרון,,,
793105,האסיסטנט של אלוהים,1992,דרמה,ברוך דינר,4,infobox+section,,אביבה גר,אלברט אילוז,עזרא דגן,עדנה פלידל,,,,,,
59516,החיים על פי אגפא,1992,דרמה,אסי דיין,10,infobox+section,,גילה אלמגור,אביטל דיקר,שולי רנד,עירית פרנק,שרון אלכסנדר,עזרא כפרי,סמדר קילצ'ינסקי,אכראם תלאווי,דני ליטני,שמיל בן ארי
187579,חסד מופלא,1992,"דרמה | להט""בי",עמוס גוטמן,10,infobox+section,,גל הויברגר,שרון אלכסנדר,רבקה מיכאלי,אקי אבני,קארין אופיר,דבורה ברטונוב,חינה רוזובסקה,עדה ואלרי טל,המוכתר,בר רפאלי
770366,טיפת מזל,1992,מוזיקלי,זאב רווח,10,infobox+section,,זאב רווח,זהבה בן,ברי סימון,אריה מוסקונה,ז'אק כהן,יעקב בן-סירא,גרגורי טל,יוסי קינן,אורלי בן גרטי,חן גואטה
433415,כבלים (סרט),1992,קומדיה,צבי שיסל,10,infobox+section,,אריק איינשטיין,מוני מושונוב,צבי שיסל,שרית ברוך-סרי,קרן מור,יעקב כהן,שלמה בראבא,רפי אדר,אורי לוי,יוני רכטר
2111858,להב חצוי,1992,דרמה,עמוס קולק,10,infobox+section,,עמוס קולק,פיי דאנאוויי,שמואל שילה,מוחמד בכרי,מכרם חורי,ענת עצמון,מיכאל שניידר,יוסי וירז'נסקי,טדי קולק,אבא אבן
1731455,להיטים מצוירים משלנו,1992,ילדים | הנפשה,יוסי אבולעפיה,10,infobox+section,,אבי חדש,עפרון אטקין,איציק סיידוף,דב רייזר,אריאל פורמן,לימור שפירא,שפרירה זכאי,אלון אופיר,רחל אטאס,מאיר שלו
1640606,ללקק ת'תות,1992,דרמה,אורי ברבש,10,infobox+section,,אורי בנאי,אקי אבני,תומי יואל,ששי קשת,אלברט אילוז,אורי גוטליב,יובל כרמי,עודד מנשה,יחזקאל לזרוב,שמחה זיו
2055662,מאחורי הסורגים 2,1992,דרמה,אורי ברבש,10,infobox+section,,ארנון צדוק,מוחמד בכרי,רמי דנון,בועז שרעבי,אורי לוי,גיליה שטרן,אסף אשתר,עזרא דגן,לבנה פינקלשטיין,שלמה תרשיש
213577,סיפורי תל אביב,1992,דרמה,איילת מנחמי | נירית ירון,10,infobox+section,,יעל אבקסיס,רותי גולדברג,ענת וקסמן,שרון אלכסנדר,מודי בר-און,סער פין,ששון גבאי,אורי גבריאל,אייל גפן,רוזינה קמבוס
402186,קורבן האהבה,1992,דרמה,ימין מסיקה,10,infobox+section,,אבי ביטר,ירמי קדושי,אילנה מן,דני חדד,אבי סויסה,יצחק ענף,אליס וענונו,אורי צדוק,אבי כהן,יפית שמע
2188290,קיץ אצל אריקה,1992,,דליה הגר,9,infobox+section,,אלישבע מיכאלי,אלכס מונטה,ינון בר נתן,יוסי סגל,חינה רוזובסקה,רות גלר,חנה ריבר,אסתי קוסוביצקי,שי שוורץ,
2025532,שנת 66' הייתה טובה לתיירות,1992,תיעודי,עמית גורן,0,not_found,,,,,,,,,,,
995052,גולם במעגל (סרט),1993,,ענר פרמינגר,9,infobox,,חגית דסברג,פרס אופיר,פסטיבל חיפה,ניקול קסל,ענת וקסמן,דני ליטני,גדליה בסר,איצ'ו אביטל,אלברט כהן,
1934282,גרופי,1993,,נדב לויתן,0,not_found,,,,,,,,,,,
1692665,"הירושה (סרט, 1993)",1993,דרמה,אמנון רובינשטיין,10,infobox+section,,יעל אבקסיס,אלון אבוטבול,אבי טולדנו,יהודה פוקס,אשר צרפתי,דינה דורון,לבנה פינקלשטיין,שלמה בר-שביט,יוסף כרמון,אלישבע מיכאלי
2170032,הסרט שלא היה,1993,תיעודי,רם לוי,0,not_found,,,,,,,,,,,
280503,זהר (סרט),1993,דרמה,ערן ריקליס,10,infobox+section,,שאול מזרחי,דפנה דקל,ג'וליאנו מר,מנחם עיני,גבי עמרני,דן בן-ליאור,שמעון סיאני,כוכבה הררי,אמיתי יעיש בן אוזיליו,דאנה איבגי
2479127,חבר ואח,1993,דרמה,פרוספר מלכה,7,infobox+section,,אבי ביטר,משה כהן,סיגי דהאן,אבי בן,לימור בן זכאי,עדן אלוש שלו,ציון אמסלם,,,
1134876,כמו גדולים 2,1993,קומדיה,צבי שיסל,6,infobox+section,,מוני מושונוב,צבי שיסל,אריק איינשטיין,יוני רכטר,יהודית רביץ,טל גינת,,,,
1592112,מחפשת בעל על ארבע,1993,קומדיה,שמעון אזולאי,9,infobox+section,,יהודה בארקן,איילת קורץ,פולי רשף,רובי פורת-שובל,אילור הרפז,מוסקו אלקלעי,כוכבה הררי,יגאל עדיקא,אריה מוסקונה,
1579953,מנת יתר (סרט),1993,דרמה,שמואל אימברמן,10,infobox+section,,לימור גולדשטיין,עמוס לביא,ישי גולן,מירי פביאן,מיכאל ורשביאק,יואב צפיר,עדי טופול,איקה זוהר,עלית קרייז,אורי קלאוזנר
160162,נקמתו של איציק פינקלשטיין,1993,קומדיה,אנריקה רוטנברג,10,infobox+section,,משה איבגי,אסטבן גוטפריד,דבורה קידר,איילת זורר,שמיל בן ארי,עזרא כפרי,גילת אנקורי,שירי גולן,אורי ורדי,שלמה תרשיש
1285729,עגיל בזין,1993,תיעודי,,0,not_found,,,,,,,,,,,
2093317,קופסה שחורה (סרט),1993,דרמה,יעוד לבנון,10,infobox+section,,עמי טראוב,ברוריה אלבק,מתי סרי,תרמו,דף השיחה,אמנון מסקין,קרן מור,רנן שור,ראובן דיין,עירית גדרון
1802803,שלג באוגוסט,1993,דרמה,חגי לוי,10,infobox+section,,רמי הויברגר,אביגיל אריאלי,גלי בן-נר,סנדרה שדה,נסים זוהר,ריטה שוקרון,יוסי יבלונקה,הלל נאמן,שרון רג'יניאנו,יעקב בנאי
2134908,אחרי החגים (סרט),1994,,אמנון רובינשטיין,10,infobox+section,,גדליה בסר,מיכאלה עשת,חגית דסברג,יהודית סולה,מרים גבריאלי,צחי נוי,טובה פרדו,רוברטו פולק,גיליה שטרן,איצ'ו אביטל
1779071,איה: אוטוביוגרפיה דמיונית,1994,דרמה,מיכל בת-אדם,0,not_found,,,,,,,,,,,
2296503,אליעזר והגזר (סרט),1994,ילדים | הנפשה,נועם משולם,1,infobox,,דליק ווליניץ,,,,,,,,,
1317693,ארץ חדשה (סרט),1994,,אורנה בן דור,8,infobox,,אניה בוקשטיין,רמי דנון,אתי אנקרי,שולי רנד,אשר צרפתי,אמנון פישר,שרה פון שוורצה,גדליה בסר,,
2333455,בדרכה של אנה פרנק,1994,,ארנון גולדפינגר,0,not_found,,,,,,,,,,,
664608,"בית (סרט, 1994)",1994,תיעודי,דוד אופק,2,infobox,,שושה גורן,אריה אליאס,,,,,,,,
242296,האח של דריקס,1994,דרמה,אורי ענבר | דורון צברי,9,infobox+section,,טל פרידמן,דני שטג,עמוס לביא,יגאל עדיקא,שירילי דשא,אמנון דנקנר,נתן זהבי,שרון רג'יניאנו,צחי נוי,
1643368,הגמל המעופף (סרט),1994,קומדיה,רמי נעמן,10,infobox+section,,גדעון זינגר,סלים דאו,גילת אנקורי,לורנס בוברד,מוסקו אלקלעי,גבי עמרני,גדי רבינוביץ,יגאל עדיקא,משה טימור,שבתאי קונורטי
1987203,המרחק,1994,,דן וולמן,0,not_found,,,,,,,,,,,
942042,הקצ לדמעות,1994,וידאו ארט,הילה לולו לין,0,not_found,,,,,,,,,,,
747753,מקס ומוריס,1994,קומדיה,יעקב גולדווסר,10,infobox+section,,משה איבגי,אורי גבריאל,אריה מוסקונה,סלים דאו,דפנה רכטר,אורנה בנאי,מתי סרי,רענן חפץ,רמי עמית,צפריר קוחנובסקי
1657307,סיפור שמתחיל בלוויה של נחש,1994,,דינה צבי-ריקליס,10,infobox+section,,משה איבגי,ריטה שוקרון,לבנה פינקלשטיין,אפרת אביב,נסים סוסי,מאיה דה פריז,תומר אבן,יגאל עדיקא,גבי שושן,אבנר חזקיהו
2230137,"צלקת (סרט, 1994)",1994,דרמה,חיים בוזגלו,10,infobox+section,,רונית אלקבץ,רובין רנוצ'י,ששון גבאי,דליה שימקו,אלחנדרו כהן,אנדריאה פריאול,מוחמד בכרי,יעקב בן-סירא,ישראל דמידוב,יעל אלמוג
2213701,קפה עם לימון,1994,דרמה,לאוניד גורביץ',8,infobox+section,,אלכסנדר אבדולוב,טטיאנה ואסילייבה,גיא גורביץ,ברוריה אלבק,אבי פניני,אודיה קורן,צחי נוי,יפים אברמוב,,
189202,שחור (סרט),1994,דרמה,שמואל הספרי,10,infobox+section,,אורלי בן גרטי,רונית אלקבץ,גילה אלמגור,יעקב כהן,עמוס לביא,חנה אזולאי-הספרי,אסתי ירושלמי,אורי בנאי,אלברט אילוז,אמונה צבי
213397,שירת הסירנה (סרט),1994,קומדיה רומנטית,איתן פוקס,10,infobox+section,,דלית קהן,יאיר לפיד,אורלי זילברשץ,בועז גור-לביא,אורלי זילברשץ בנאי,מאיר סוויסה,אביטל דיקר,דודו בן זאב,רמי ברוך,אורי כבירי
577181,שמיכה חשמלית ושמה משה,1994,קומדיה שחורה,אסי דיין,3,infobox,,שמיל בן ארי,אורי קלאוזנר,רבקה נוימן,,,,,,,
181315,ב-72 לא הייתה מלחמה,1995,דרמה,דוד קריינר,10,infobox+section,,אווה חדד,נטלי עטיה,אדם אבולעפיה,שמואל אדלמן,"אי""ש חזן",שאול מיטלפונקט,איילת גבאי-יגודה,אלון עייש,מאיה דוניץ,יוסי סגל
390201,הכוכב הכחול (סרט),1995,,גור בנטביץ',1,infobox,,אלון אבוטבול,,,,,,,,,
607835,הרפתקאות שלומיאל,1995,מונפש,חנן קמינסקי,7,infobox,,טובה פלדשו,דב רייזר,אלברט כהן,אודליה מורה מטלון,יגאל שדה,שרה וינו-אלעד,נעמי פרומוביץ',,,
2088765,זכרון דברים (סרט),1995,דרמה,עמוס גיתאי,10,infobox+section,,אסי דיין,עמוס גיתאי,עמוס שוב,מיכל זוארץ,ליא קניג,גליה שפרינג,שמואל קלדרון,עזריה רפפורט,מנחם גולן,צבי שטולפר
189181,חולה אהבה בשיכון ג',1995,דרמה | דרמה קומית,שבי גביזון,3,infobox,,משה איבגי,חנה אזולאי-הספרי,אביגיל אריאלי,,,,,,,
1764968,ילדי קניון הזהב,1995,,דניאל אסף | אושרי הילזנרט,7,section,,סיגלית פוקס,צביקה שוורצברג,מיכל זוארץ,מיטל דוהן,דני שגב,צחי נוי,חן חגי,,,
2092757,לילה לבן (סרט),1995,דרמה,ארנון צדוק,10,infobox+section,,שלום שמואלוב,שרון אלכסנדר,ארנון צדוק,עידן אלתרמן,רענן חפץ,גילי בן אוזיליו,שמיל בן ארי,ששי סעד,לאורה ריבלין,אבי הררי
189267,לילסדה,1995,דרמה,שמי זרחין,10,infobox+section,,גילה אלמגור,מיקי קם,אריה מוסקונה,ענת וקסמן,אסתי זקהיים,שושנה דואר,איצ'ו אביטל,דנה ברגר,יוסף שילוח,אלון אבוטבול
1734892,עץ הדומים תפוס (סרט),1995,דרמה,אלי כהן,10,infobox+section,,קאיפו כהן,ג'וליאנו מר,ריקי בליך,אורלי פרל,אוהד קנולר,ז'ניה כצן,איה שטיפטל,גילה אלמגור,אלכס פלג,אורי אברהמי
2501669,קהילת קדושים,1995,,זאב רווח,0,not_found,,,,,,,,,,,
2169554,שחקנים (סרט),1995,דרמה,רוני ניניו,10,infobox+section,,רמי הויברגר,יעל הדר,אקי אבני,נבו קמחי,יואב הייט,יצחק חזקיה,איילה אשרוב,עדנה שביט,שמואל סגל,נורמן עיסא
1050356,אבא עושה בושות (סרט),1996,ילדים,רחל שיין ארגמן,7,infobox+section,,שמיל בן ארי,רמי ברוך,ברוריה אלבק,ציפי מור,קריין,גננת,אביגיל הררי,,,
2185579,אושר ללא גבול,1996,,יגאל בורשטיין,10,infobox+section,,אריאל זילבר,יעל אלמוג,נעם מאירי,יגאל עדיקא,ליאת גורן,דני שטג,שירה פרבר,יאיר רובין,עפרה וינגרטן,אלון נוימן
396747,בוכה בגשם,1996,מוזיקלי,ימין מסיקה,9,infobox+section,,אבי ביטר,ירמי קדושי,אתי בוחבוט,בבר יוקו,דני חדד,חופית גולן,אבי סויסה,ליאת בנאי,ליאור נרקיס,
188091,בית שאן: סרט מלחמה,1996,תיעודי | דרמה,רינו צרור | דורון צברי,3,infobox,,אלישע לוי,מאיר כהן,משה חזן,,,,,,,
1660331,האיטלקים באים,1996,דרמה,אייל חלפון,10,infobox+section,,אשר צרפתי,יונה אליאן,פרנקו נרו,גור יערי,מירי פביאן,אברהם מור,אברהם סלקטר,שרון רג'יניאנו,מרים גבריאלי,אביתר לזר
211984,זולגות הדמעות מעצמן,1996,דרמה,איתן גרין,9,infobox+section,,אבי גרייניק,אריה מוסקונה,מיטל טרבלסי,יעל שטרן,עמי סמולרצ'יק,יעל נביא,יהודה לוי,גדי פור,דני רוט,
477436,לנגד עיניים מערביות,1996,דרמה,יוסף פיצ'חדזה,4,infobox,,אייל שכטר,לי את גליק,גדעון שמר,עזרא כפרי,,,,,,
2438804,מי האבא?,1996,קומדיה,אלי קנר,10,infobox+section,,דובי גל,ניצה שאול,אורי בנאי,מריה אובנוב,מירי בן-חיים,ג'וליאן שגרן,רולנדה שגרן,שפרה מילשטיין,אורי שמיר,מרים נבו
2271616,מלכה לב אדום,1996,,אתגר קרת | רן טל,10,infobox+section,,שי אביבי,דנה מודן,גל זייד,משה פרסטר,גיל קופטש,גבי שושן,יוסף אל-דרור,בועז רימר,נח שלו שלומוביץ,שירה גפן
272850,משחק חייו,1996,דרמה,יקי יושע,2,infobox,,עמוס לביא,אירינה סלזניובה,,,,,,,,
1933592,"סקס, שקרים וארוחת ערב",1996,דרמה,דן וולמן,5,infobox+section,,רמה מסינגר,מיכאלה עשת,עדי ניצן,דני שטג,מיכאל שרפשטיין,,,,,
418041,צעירים לנצח,1996,דרמה,מיקי בהגן,4,infobox,,סער בדישי,אורי גבריאל,רון עומר,מיכל זוארץ,,,,,,
1785829,קיצור תולדות האוהבים,1996,דרמה,יצחק צפל ישורון,7,infobox+section,,שמואל קלדרון,נתן סגן כהן,נטע מורן,אביבה גר,יבגניה דודינה,יולי בארי,דביר בנדק,,,
186261,קלרה הקדושה,1996,דרמת נעורים | פנטזיה,אורי סיון | ארי פולמן,10,infobox+section,,לוסי דובינצ'יק,קלרה צ'אנוב,אדי טיקל,רוזי,ליבי,המנהל טיסונה,המורה מוניץ,אמא של קלרה,אבא של קלרה,אלביס חנוב
272860,קשר דם (סרט),1996,,יקי יושע,4,infobox+section,,עמוס לביא,יעל הדר,אביטל דיקר,לואיס רוזנברג,,,,,,
272847,שאכטה (סרט),1996,דרמה,יקי יושע,2,infobox,,יעל הדר,עמוס לביא,,,,,,,,
501216,תאונה בערבה,1996,תיעודי,מיקי בהגן,0,not_found,,,,,,,,,,,
761132,אהבה אסורה,1997,דרמה,יוסי זומר,10,infobox+section,,יחזקאל לזרוב,איילת זורר,משה איבגי,יגאל נאור,אורנה פורת,אלון דהן,אלברט אילוז,גילי שושן,יובל זמיר,שבתאי קונורטי
1668864,אין שמות על הדלתות,1997,דרמה,נדב לויתן,10,infobox+section,,מוסקו אלקלעי,דורית לב ארי,חוה אלברשטיין,דני בסן,מאיר סויסה,אבי פניני,שלמה תרשיש,נדב לויתן,אסי דיין,מיכה סלקטר
2086850,בן-גוריון (סרט),1997,דרמה | רומנטי,גיל לבנברג,10,infobox+section,,אליעד נחום,רמי פורטיס,רונית אלקבץ,ישראל גוריון,נירה רבינוביץ',אסי דיין,סמדר קילצ'ינסקי,טינקרבל,מוחמד בכרי,ריטה שוקרון
201355,בעל בעל לב,1997,רומנטי,איתן פוקס,4,infobox+section,,סמי הורי,צק ברקמן,אסנת חכים,אורי אומנותי,,,,,,
2177192,דומינו (סרט),1997,,אורי סיון,3,section,,שרית לארי,יאיר לוטן,רוזינה קמבוס,,,,,,,
2076298,הבחור של שולי,1997,,דורון צברי,10,section,,אסתי ירושלמי,דני שטג,מרלן בג'אלי,איציק כהן,אורלי בן גרטי,דורון אברהמי,אריה אליאס,אורי גבריאל,תקווה עזיז,אורלי קטן
1084019,המקלחת,1997,,חורחה גורביץ',2,infobox,,יוסי ידין,מוני מושונוב,,,,,,,,
1651524,ז'נטילה,1997,דרמה,אגור שיף,9,infobox+section,,ניר לוי,אלון אבוטבול,יבגניה דודינה,אבשלום פולק,מירי פביאן,יגאל עדיקא,חיים שריר,רענן חפץ,יפתח קצור,
2081139,מינוטאור (סרט),1997,,יונתן תמוז,10,infobox+section,,דן תורג'מן,מילי אביטל,ג'וש לוקאס,מייק בורשטיין,ענת עצמון,אשר צרפתי,גדי דורפמן,קרול מרקוביץ',ג'ורג' קוראפייס,קונסטנטין אנטול
214504,מר באום,1997,דרמה קומית,אסי דיין,10,infobox+section,,אסי דיין,שירה גפן,תומר שרון,גיל אלון,עידן אלתרמן,דבי בסרגליק,שירלי ברנר,יוסף כרמון,רבקה נוימן,קארין אופיר
2239902,נקמה יהודית,1997,,אלכסנדר שבתייב,10,infobox+section,,לאוניד קנייבסקי,לירון לבו,לבנה פינקלשטיין,אושיק לוי,נטליה שוורץ,נחום שליט,אדי מוכתר,ווסולוד גברילוב,ולנטינה בויקו,ולדימיר נדסקובסקי
2227242,סוף המשחק (סרט),1997,פשע,יוני דרמון,10,infobox+section,,משה איבגי,סער בדישי,משה אבגי,חיים אלמקיס,אורון אבידן,גילי נגר,אייל גפן,אילור הרפז,דני שטג,יבגניה דודינה
186250,עפולה אקספרס,1997,דרמה קומית,ג'ולי שלז,10,infobox+section,,צביקה הדר,אסתי זקהיים,אריה מוסקונה,אורלי פרל,נתן זהבי,אוולין קפלון,דין ליאור,ציפור אייזן,עמית ליאור,פיני קידרון
582346,פתיחה 1812 (סרט),1997,דרמה | קומדיה טלוויזיונית,מנשה נוי,3,infobox,,עמי סמולרצ'יק,אורי גוטליב,תומר שרון,,,,,,,
272903,שבזי (סרט),1997,דרמה,יקי יושע,4,infobox,,עמוס לביא,מיכל זוארץ,נתן זהבי,אייל גפן,,,,,,
1975046,"אהבה ממבט שני (סרט, 1998)",1998,דרמה,מיכל בת-אדם,10,section,,מיכל זוארץ,יוסי ידין,אלון אבוטבול,נתן כוגן,יגאל שדה,דבורה ברטונוב,סמי הורי,רות גלר,דוידה קרול,חיים בנאי
280515,באזז,1998,דרמה,אלי כהן,5,infobox,,טוני טין,איציק עצמון,שרון צור,אהובה קרן,יובל סגל,,,,,
